SN,SMT ID,IMIS ID,"New LAC 
 [ After De-limitation ]","Block
 [ After Delimitation ]",GP,Type,Scheme Type,Name of Scheme,SO NAME,Contractor Name,FHTC Target as per TS / DPR,FHTC Achieved,Sub-Division,"Work Status 
[ as per JJM Brain as on 10-08-2026 ]","Operational Status as per JJM Brain 
[ as on 10-08-2026 ]",PWSS Operational Status as per FIELD,"Work will be resolve / done by
[ For Partially or Non Operative PWSS ]","Estimate Prepared or Not
[ For Partially or Non Operative PWSS ]","Whether AA Accorded
[ For Partially or Non Operative PWSS ]","Work Allotted or Not
[ For Partially or Non Operative PWSS ]",Estimate Amount [ in Rs. ],If Work Allotted - Name of the Contractor,Work Status for making the PWSS functional [ Not Started / Ongoing / Halted / Completed ],Remarks,Specific Reason from JJM Brain / Issue,Tariff Collection,Issue will Resolve by / Action Taken,"Physical progress (in %) as per IMIS
 [ 30-06-2026 ]",Estimate provided under SOPD,"Estimate Amount to SOPD
 [ in Rs ]"
41,17832,30213082,MARGHERITA,MARGHERITA,PURONI PUKHURI,NEW,NON TEA GARDEN,KORIAJAN PWSS,ANUPAM,M/S Electro Mechnico Projects (P) Ltd,256,243,DIGBOI,HANDED_OVER,OPERATIVE,Non Operative,P&RD - 15 FC,YES,YES,YES,99603,Jayanta Sonowal ,Ongoing,,,Tariff Collection: NO,,100,,
44,12142,30215782,MARGHERITA,MARGHERITA,PURONI PUKHURI,NEW,NON TEA GARDEN,MAHONG GAON ALUBARI PWSS,ANUPAM,SRI KAUSHAL SHARMA,423,337,DIGBOI,ONGOING,OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,Estimated Submitted to P&RD - Work Not Started,100,,
45,17840,30201930,MARGHERITA,MARGHERITA,PURONI PUKHURI,NEW,NON TEA GARDEN,MIHALI RITU NO.1 PWSS,ANUPAM,M/S. SHIV SHAKTI CONSTRUCTION,224,185,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,0,,
47,12141,30215870,MARGHERITA,MARGHERITA,PURONI PUKHURI,NEW,NON TEA GARDEN,MOHONG GAON NO 1 PWSS,ANUPAM,SRI JAYANTA KHAUND,286,209,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
52,17850,30127342,MARGHERITA,MARGHERITA,PURONI PUKHURI,NEW,NON TEA GARDEN,NAMONI CHUCK PWSS,ANUPAM,M/S Haji Enterprises,227,117,DIGBOI,ONGOING,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,Estimates Already send under SOPD to HQ,100,YES,1961900
55,17854,30216222,MARGHERITA,MARGHERITA,PURONI PUKHURI,NEW,NON TEA GARDEN,NAYA KUJU NO 1 PWSS,ANUPAM,M/S. SHIV SHAKTI CONSTRUCTION,272,29,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,PWD,100,,
56,17855,30200926,MARGHERITA,MARGHERITA,PURONI PUKHURI,NEW,NON TEA GARDEN,NAYA KUJU NO.2 PWSS,ANUPAM,M/S. SHIV SHAKTI CONSTRUCTION,104,27,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
57,17859,30216236,MARGHERITA,MARGHERITA,PURONI PUKHURI,NEW,NON TEA GARDEN,NAYA KUJU NO.3 PWSS,ANUPAM,M/S. SHIV SHAKTI CONSTRUCTION,142,0,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
58,17862,30200970,MARGHERITA,MARGHERITA,PURONI PUKHURI,NEW,NON TEA GARDEN,NAYA KUJU NO.4 PWSS,ANUPAM,M/S. SHIV SHAKTI CONSTRUCTION,134,22,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,49,,
59,17864,30196464,MARGHERITA,MARGHERITA,PURONI PUKHURI,NEW,NON TEA GARDEN,PATHER CHUCK(EAST) PWSS,ANUPAM,M/S. SHIV SHAKTI CONSTRUCTION,175,0,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
61,17867,30199880,MARGHERITA,MARGHERITA,PURONI PUKHURI,NEW,NON TEA GARDEN,RITU KATHAL GURI NO.1 PWSS,ANUPAM,MITHUN KUMAR,283,132,DIGBOI,ONGOING,OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,Estimated Submitted to P&RD - Work Ongoing,100,,
62,17868,30199924,MARGHERITA,MARGHERITA,PURONI PUKHURI,NEW,NON TEA GARDEN,RITU KATHAL GURI NO.2 PWSS,ANUPAM,MITHUN KUMAR,123,39,DIGBOI,ONGOING,OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
63,17870,30199953,MARGHERITA,MARGHERITA,PURONI PUKHURI,NEW,NON TEA GARDEN,RITUBAN GAON PWSS,ANUPAM,MITHUN KUMAR,122,73,DIGBOI,ONGOING,OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,53,,
70,17872,30183860,MARGHERITA,MARGHERITA,PURONI PUKHURI,NEW,NON TEA GARDEN,TARIBARI PWSS,ANUPAM,MITHUN KUMAR,218,0,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,Estimate Under Prepration in Division and will be sent to P&RD,100,,
75,17570,30185320,MARGHERITA,MARGHERITA,PURONI PUKHURI,NEW,NON TEA GARDEN,URANG CHUK PWSS,ANUPAM,MITHUN KUMAR,63,0,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
268,12161,30212754,MARGHERITA,MARGHERITA,BORGULAI,NEW,NON TEA GARDEN,ASSAMIYA CHUK PWSS,PUJA,Sulekha Devi,343,112,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,,,,,,,,,,,Tariff Collection: NO,,100,,
270,17568,30216402,MARGHERITA,MARGHERITA,SAMUKJAN,NEW,NON TEA GARDEN,BAH BARI PWSS,RUKSANA,m/s BARUAH ENTERPRISE,135,82,DIGBOI,ONGOING,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,PWD,100,,
273,17569,30183387,MARGHERITA,MARGHERITA,SAMUKJAN,NEW,NON TEA GARDEN,BENGALI MILL PWSS,RUKSANA,Babar Ali Khan,102,93,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
279,22493,30218082,MARGHERITA,MARGHERITA,BORGULAI,NEW,NON TEA GARDEN,BORGULAI MVS PWSS,PUJA,Trade India Construction Pvt Ltd,790,721,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,,,,,,,,,,,Tariff Collection: NO,,100,,
290,17564,30200326,MARGHERITA,MARGHERITA,SAMUKJAN,NEW,NON TEA GARDEN,LEDU BENGALI GAON PWSS,RUKSANA,M/s. GAURAV ELECTRICALS,81,63,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
291,12811,30215758,MARGHERITA,MARGHERITA,SAMUKJAN,NEW,NON TEA GARDEN,LEDU GAON PWSS,RUKSANA,Sulekha Devi,222,160,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
292,12737,30213061,MARGHERITA,MARGHERITA,LEDU,NEW,NON TEA GARDEN,LEDU KALPARA PWSS,RUKSANA,HAREN MAHANTA,316,277,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: YES,,100,,
293,17565,30200364,MARGHERITA,MARGHERITA,SAMUKJAN,NEW,NON TEA GARDEN,LEDU TITOK NC PWSS,RUKSANA,M/s. GAURAV ELECTRICALS,388,351,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,28,,
294,17576,30204737,MARGHERITA,MARGHERITA,LEDU,NEW,NON TEA GARDEN,LEDU TOWN PWSS,RUKSANA,SANJIB DAS,399,0,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,Estimates Already send under SOPD to HQ,100,,
295,12814,30215768,MARGHERITA,MARGHERITA,SAMUKJAN,NEW,NON TEA GARDEN,LIDO TIKOK (CT) PWSS,RUKSANA,Sulekha Devi,249,148,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,50,,
297,17574,30201907,MARGHERITA,MARGHERITA,LEDU,NEW,NON TEA GARDEN,MATI KHAT BASTI PWSS,RUKSANA,M/s. GAURAV ELECTRICALS,340,200,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
298,12816,30073326,MARGHERITA,MARGHERITA,SAMUKJAN,NEW,NON TEA GARDEN,MULONG BENGALI GAON NO 1 PWSS,RUKSANA,Sulekha Devi,243,235,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,52,,
299,17567,30202592,MARGHERITA,MARGHERITA,SAMUKJAN,NEW,NON TEA GARDEN,MULONG BENGALI GAON NO 2 PWSS,RUKSANA,SANJIB DAS,170,112,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,96,,
300,15483,30068612,MARGHERITA,MARGHERITA,BORGULAI,NEW,NON TEA GARDEN,NAMDANG BAHBARI PWSS,PUJA,Kalyan Chetia,186,98,DIGBOI,HANDED_OVER,NON_OPERATIVE,Non Operative,P&RD - 15 FC,ON PROCESS,NO,NO,,,,,Submersible Pump Malfunction,Tariff Collection: NO,Estimates Already send under SOPD to HQ,100,YES,697845
308,17575,30185449,MARGHERITA,MARGHERITA,LEDU,NEW,NON TEA GARDEN,ZORNA BASTI PWSS,RUKSANA,Sri Jitu Hazarika,206,122,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,64,,
536,12341,30081985,MARGHERITA,MARGHERITA,KUMARPATTY,NEW,TEA GARDEN SCHEME,112/109/MAKUM ASSAM-LABOUR LINE PWSS,PRANTOR,Sulekha Devi,371,399,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,55,,
537,17510,30074570,MARGHERITA,MARGHERITA,KUMARPATTY,NEW,TEA GARDEN SCHEME,112/109/NLA GRANT 2M PWSS,PRANTOR,m/s BARUAH ENTERPRISE,176,184,DIGBOI,HANDED_OVER,NON_OPERATIVE,Non Operative,SOPD,ON PROCESS,NO,NO,5499405,,Not Started,,Deep Tube Well (DTW) Source Dried Up,Tariff Collection: NO,,90,,
539,17523,30015533,MARGHERITA,MARGHERITA,MAKUM PATHAR,NEW,TEA GARDEN SCHEME,20.NO. LINE PWSS,PRANTOR,M/S Pragati Enterprise,229,190,DIGBOI,HANDED_OVER,OPERATIVE,Partially Operative,,,,,,,,,,Tariff Collection: NO,,87,,
540,12775,30215752,MARGHERITA,MARGHERITA,MAKUM PATHAR,NEW,NON TEA GARDEN,AGBANDHA PWSS,PRANTOR,HAREN MAHANTA,271,173,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,79,,
541,17588,30181680,MARGHERITA,MARGHERITA,KETETONG,NEW,NON TEA GARDEN,ALU BARI GAON NO 3-RATH GAON (DUBA) PWSS,PRANTOR,M/S Pragati Enterprise,129,83,DIGBOI,ONGOING,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,65,,
542,12339,30012512,MARGHERITA,MARGHERITA,KETETONG,NEW,NON TEA GARDEN,ALUBARI NO 2 PWSS,PRANTOR,HAREN MAHANTA,269,233,DIGBOI,HANDED_OVER,PARTIALLY_OPERATIVE,Partially Operative,SOPD,YES,NO,NO,372758,,Not Started,,Leakage in Distribution Line,Tariff Collection: NO,,75,,
544,17540,30018534,MARGHERITA,MARGHERITA,KUMARPATTY,NEW,TEA GARDEN SCHEME,BALIJAN LINE PWSS,PRANTOR,PAWAN COMMUNICATION,163,128,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,56,,
545,17513,30083221,MARGHERITA,MARGHERITA,KUMARPATTY,NEW,TEA GARDEN SCHEME,BASTI LINE PWSS,PRANTOR,M/S NIRMAN,298,250,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,62,,
547,17545,30016120,MARGHERITA,MARGHERITA,KUMARPATTY,NEW,TEA GARDEN SCHEME,CHURCH LINE PWSS,PRANTOR,Manirul Haque Ansari,224,216,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
548,17591,30191262,MARGHERITA,MARGHERITA,KETETONG,NEW,NON TEA GARDEN,DIBONG BARI PWSS,PRANTOR,M/S Pragati Enterprise,107,71,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,29,,
549,17590,30205636,MARGHERITA,MARGHERITA,KETETONG,NEW,NON TEA GARDEN,DIBONG FAKIAL PWSS,PRANTOR,Sri Jitu Hazarika,139,142,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
553,12344,30013715,MARGHERITA,MARGHERITA,KUMARPATTY,NEW,TEA GARDEN SCHEME,DIGBOI LINE PWSS,PRANTOR,M/S T.R. INFRA DEVELOPERS (Prop.- RIJU TALUKDAR),315,118,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
554,12776,30024959,MARGHERITA,MARGHERITA,MAKUM PATHAR,NEW,TEA GARDEN SCHEME,DIHING BAZAR PWSS,PRANTOR,Sulekha Devi,201,212,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,25,,
555,17525,30013680,MARGHERITA,MARGHERITA,MAKUM PATHAR,NEW,TEA GARDEN SCHEME,"DIHING T.E, PWSS",PRANTOR,M/S Pragati Enterprise,567,494,DIGBOI,HANDED_OVER,OPERATIVE,Partially Operative,,,,,,,,,,Tariff Collection: NO,,47,,
556,12794,30024795,MARGHERITA,MARGHERITA,MAKUM PATHAR,NEW,NON TEA GARDEN,DIPULINE PWSS,PRANTOR,Sulekha Devi,223,90,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
557,14839,30166627,MARGHERITA,MARGHERITA,BHITOR PAWOI,NEW,NON TEA GARDEN,DIRAK NO.1 PWSS,JURI,Tapan Kr. Hazarika,429,382,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
558,17247,30191700,MARGHERITA,MARGHERITA,ENTHEM,NEW,NON TEA GARDEN,ENTHEM GAON PWSS,JURI,SANTALAL AND BROTHERS,112,65,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,100,,
559,17190,30217132,MARGHERITA,MARGHERITA,ENTHEM,NEW,NON TEA GARDEN,ENTHEM NAGA PATHAR PWSS,JURI,SANTALAL AND BROTHERS,151,99,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
560,12340,30017044,MARGHERITA,MARGHERITA,KUMARPATTY,NEW,TEA GARDEN SCHEME,FALTU LINE PWSS,JURI,M/S T.R. INFRA DEVELOPERS (Prop.- RIJU TALUKDAR),291,214,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,52,,
561,17323,30193218,MARGHERITA,MARGHERITA,ENTHEM,NEW,NON TEA GARDEN,HAHCHARA PATHAR-MAICHANG PATHAR PWSS,JURI,M/S INFRA SPREAD SERVICE,284,173,DIGBOI,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,ON PROCESS,,,,,,,,Tariff Collection: NO,,37,,
562,17620,30205859,MARGHERITA,MARGHERITA,KETETONG,NEW,NON TEA GARDEN,HAJONG BASTI PWSS,PRANTOR,Jai Shankar Prasad,178,172,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: YES,,100,,
563,14842,30196317,MARGHERITA,MARGHERITA,BHITOR PAWOI,NEW,NON TEA GARDEN,JONGLO KURUKA PWSS,JURI,GUPTA HARDWARE PVT. LTD.,119,79,DIGBOI,ONGOING,OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,71,,
564,17506,30016489,MARGHERITA,MARGHERITA,KUMARPATTY,NEW,TEA GARDEN SCHEME,JUMBARI LAND PWSS,PRANTOR,M/S Upper Assam Associates,444,288,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,51,,
565,14844,30212150,MARGHERITA,MARGHERITA,BHITOR PAWOI,NEW,NON TEA GARDEN,KHAGORI PATHER PWSS,JURI,Jai Shankar Prasad,147,40,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
566,17592,30127350,MARGHERITA,MARGHERITA,KETETONG,NEW,NON TEA GARDEN,KHAMON PATHAR PWSS,PRANTOR,M/S Haji Enterprises,271,159,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
567,12169,30019593,MARGHERITA,MARGHERITA,ENTHEM,NEW,TEA GARDEN SCHEME,KHATANG PANI T.E GRANT PWSS,JURI,M/S T.R. INFRA DEVELOPERS (Prop.- RIJU TALUKDAR),403,190,DIGBOI,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,ON PROCESS,,,,,,,,Tariff Collection: NO,,44,,
568,15438,30192461,MARGHERITA,MARGHERITA,BHITOR PAWOI,NEW,NON TEA GARDEN,KHERIABASTI PWSS,JURI,GUPTA HARDWARE PVT. LTD.,64,53,DIGBOI,HANDED_OVER,OPERATIVE,Non Operative,P&RD - 15 FC,ON PROCESS,,,,,,,,Tariff Collection: NO,,100,,
569,15446,30193876,MARGHERITA,MARGHERITA,BHITOR PAWOI,NEW,NON TEA GARDEN,LAMABASTI TANKESHWAR BARUAH GRANT PWSS,JURI,GUPTA HARDWARE PVT. LTD.,109,93,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,61,,
570,17534,30201792,MARGHERITA,MARGHERITA,KUMARPATTY,NEW,TEA GARDEN SCHEME,MAKUM ASSAM TEA CO.DARKHAST-2 PWSS,PRANTOR,M/S NABAB ENTERPRISE PROP.-NAKIBUZ ZAMAN AHMED,225,223,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,36,,
571,14851,30201805,MARGHERITA,MARGHERITA,BHITOR PAWOI,NEW,NON TEA GARDEN,MAKUM BLOCK NO 1 PWSS,JURI,GUPTA HARDWARE PVT. LTD.,101,96,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
572,14874,30201812,MARGHERITA,MARGHERITA,BHITOR PAWOI,NEW,NON TEA GARDEN,MAKUM BLOCK NO 3 PWSS,JURI,GUPTA HARDWARE PVT. LTD.,205,173,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,90,,
573,15473,30023661,MARGHERITA,MARGHERITA,MAKUM PATHAR,NEW,NON TEA GARDEN,MAKUM PATHAR NO.3 PWSS,PRANTOR,M/S T.R. INFRA DEVELOPERS (Prop.- RIJU TALUKDAR),312,294,DIGBOI,HANDED_OVER,PARTIALLY_OPERATIVE,Partially Operative,P&RD - 15 FC,YES,NO,YES,90100,,Not Started,,Pipeline Damage due to PWD road construction or Augmentation,Tariff Collection: NO,,99,,
574,17529,30216906,MARGHERITA,MARGHERITA,MAKUM PATHAR,NEW,NON TEA GARDEN,MALAKAR PARA PWSS,PRANTOR,M/S GRAVELL,75,56,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
575,12170,30022942,MARGHERITA,MARGHERITA,ENTHEM,NEW,NON TEA GARDEN,MANMAW PATHAR PWSS,JURI,HAREN MAHANTA,281,191,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,86,,
576,17595,30201881,MARGHERITA,MARGHERITA,KETETONG,NEW,NON TEA GARDEN,MANMOW KUHIAR BARI PWSS,PRANTOR,M/s. GAURAV ELECTRICALS,120,161,DIGBOI,HANDED_OVER,OPERATIVE,Partially Operative,PHE Contractor - Under DLP,,,,,,,,,Tariff Collection: NO,,88,,
577,17520,30201897,MARGHERITA,MARGHERITA,MAKUM PATHAR,NEW,NON TEA GARDEN,MASE GAON PWSS,PRANTOR,M/S GRAVELL,211,106,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,69,,
578,14849,30216923,MARGHERITA,MARGHERITA,BHITOR PAWOI,NEW,NON TEA GARDEN,MIRICA MAJULI PWSS,JURI,GUPTA HARDWARE PVT. LTD.,128,74,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: YES,,100,,
579,17413,30202580,MARGHERITA,MARGHERITA,ENTHEM,NEW,NON TEA GARDEN,MUGONG RITU PATHER PWSS,JURI,SANTALAL AND BROTHERS,136,145,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
580,12171,30067488,MARGHERITA,MARGHERITA,ENTHEM,NEW,NON TEA GARDEN,MULONG GAON NO 1 PWSS,JURI,M/S T.R. INFRA DEVELOPERS (Prop.- RIJU TALUKDAR),403,130,DIGBOI,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,ON PROCESS,,,,,,,,Tariff Collection: NO,,100,,
581,17332,30202688,MARGHERITA,MARGHERITA,ENTHEM,NEW,NON TEA GARDEN,NAGA PATHER NC PWSS,JURI,SANTALAL AND BROTHERS,96,136,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,76,,
583,17596,30202711,MARGHERITA,MARGHERITA,KETETONG,NEW,NON TEA GARDEN,NAKONG PATHAR NO.1&NO 2 PWSS,PRANTOR,SANJIB DAS,147,184,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
584,17772,30223157,MARGHERITA,MARGHERITA,KUMARPATTY,NEW,TEA GARDEN SCHEME,NAMDANG LABOUR BASTI PWSS,PRANTOR,M/S INFRA SPREAD SERVICE,180,193,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,90,,
585,17544,30203576,MARGHERITA,MARGHERITA,KUMARPATTY,NEW,TEA GARDEN SCHEME,NAMDANG T.E CO KUBULA PWSS,PRANTOR,Braja Nath Gogoi,361,347,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,58,,
586,12342,30067303,MARGHERITA,MARGHERITA,KUMARPATTY,NEW,TEA GARDEN SCHEME,NAMDANG T.E CO NLR NO PWSS,PRANTOR,M/S T.R. INFRA DEVELOPERS (Prop.- RIJU TALUKDAR),301,126,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,64,,
587,12343,30203586,MARGHERITA,MARGHERITA,KUMARPATTY,NEW,TEA GARDEN SCHEME,NAMDANG TEA CO.NLR GRANT (A) NO.277-FALTO LANE PWSS,PRANTOR,Sulekha Devi,142,75,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,90,,
588,17505,30203657,MARGHERITA,MARGHERITA,KUMARPATTY,NEW,TEA GARDEN SCHEME,NICHEE LAND PWSS,PRANTOR,M/S Pragati Enterprise,184,140,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,77,,
589,15599,30205033,MARGHERITA,MARGHERITA,KUMARPATTY,NEW,TEA GARDEN SCHEME,NLR T.E NLR GR PWSS ( KUMARPATTY LABOUR LINE ),PRANTOR,PRABHASH KUMAR SINGH,259,0,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,51,,
590,17597,30216981,MARGHERITA,MARGHERITA,KETETONG,NEW,NON TEA GARDEN,PANGNA GAON PWSS,PRANTOR,SANJIB DAS,171,107,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,91,,
591,17410,30196444,MARGHERITA,MARGHERITA,ENTHEM,NEW,NON TEA GARDEN,PANI GAON PWSS,JURI,SANTALAL AND BROTHERS,67,127,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,49,,
596,17598,30196610,MARGHERITA,MARGHERITA,KETETONG,NEW,NON TEA GARDEN,PITHA GUTIBARI GAON PWSS,PRANTOR,SANJIB DAS,103,120,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,83,,
600,15429,30196682,MARGHERITA,MARGHERITA,BHITOR PAWOI,NEW,NON TEA GARDEN,POWAI MUKH NO 2 PWSS,JURI,GUPTA HARDWARE PVT. LTD.,341,220,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
602,15449,30196712,MARGHERITA,MARGHERITA,BHITOR PAWOI,NEW,NON TEA GARDEN,PROJABASTI PWSS,JURI,GUPTA HARDWARE PVT. LTD.,203,186,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: YES,,100,,
604,17417,30217220,MARGHERITA,MARGHERITA,ENTHEM,NEW,NON TEA GARDEN,TEKERI BLOCK NO.2 PWSS,JURI,SANTALAL AND BROTHERS,218,100,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,21,,
605,17433,30217236,MARGHERITA,MARGHERITA,ENTHEM,NEW,NON TEA GARDEN,TEKERI BLOCK PWSS,JURI,SANTALAL AND BROTHERS,154,68,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,49,,
606,12172,30066411,MARGHERITA,MARGHERITA,ENTHEM,NEW,NON TEA GARDEN,TEKERI GAON BLOCK NO.1 PWSS,JURI,M/S T.R. INFRA DEVELOPERS (Prop.- RIJU TALUKDAR),363,121,DIGBOI,HANDED_OVER,PARTIALLY_OPERATIVE,Partially Operative,PWD,YES,NO,NO,913792,,,,Pipeline Damage due to PWD road construction or Augmentation,Tariff Collection: NO,PWD,100,,
607,17429,30184919,MARGHERITA,MARGHERITA,ENTHEM,NEW,NON TEA GARDEN,TOKOPATHER BLOCK PWSS,JURI,SANTALAL AND BROTHERS,427,119,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,Estimated Submitted to P&RD - Work Ongoing,100,,
608,17421,30184958,MARGHERITA,MARGHERITA,ENTHEM,NEW,NON TEA GARDEN,TOKOW PATHER NO.1 PWSS,JURI,SANTALAL AND BROTHERS,390,354,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,23,,
